,tt,type,ru,,
,Эш башы ,nonetype,приступая к работе,,
,яңарту ,verb pf,обновить,,
,яңарту ,noun neuter,обновление,,
,яңарту ,verb impf,обновлять,,
,яңарту ,verb pf,обновить,,
,яңарту ,noun neuter,обновление,,
,яңарту ,verb impf,обновлять,,
,өрәк ,noun masculine,призрак,,
,өрәк ,noun feminine,душа,,
,өрәк ,noun neuter,привидение,,
,өрәк ,noun masculine,фантом,,
,өрәк ,noun,дух,,
,Kinder ,nonetype,Конопля,,
,Kinder ,noun feminine,марихуана,,
,Kinder ,noun feminine,конопля,,
,Kinder ,noun feminine,марихуана,,
,Kinder ,noun,пенька,,
,җылы ,nonetype,caldu,,
,yalğanlıq ,noun feminine,брехня,,
,yalğanlıq ,noun feminine,ложь,,
,yalğanlıq ,noun feminine,неправда,,
,yalğanlıq ,noun feminine,враки,,
,yalğanlıq ,noun neuter,враньё,,
,yalğanlıq ,noun masculine,обман,,
,андорра ,nonetype,андорра,,
,андорра ,proper feminine,Андорра,,
,дөя ,noun masculine,верблюд,,
,дөя ,noun,верблюды,,
,эч ,nonetype,buric,,
,эч ,nonetype,foale,,
,"Төзәтү" сайлагы ,nonetype,меню "Правка",,
,-дә ,nonetype,la,,
,-дә ,nonetype,lă,,
,-дә ,nonetype,ăn,,
,өчпочмак ,noun masculine,треугольник,,
,өчпочмак ,noun,эчпочмак,,
,өчпочмак ,noun masculine,треугольник,,
,чәчәк ,nonetype,цвiт,,
,чәчәк ,nonetype,чiчка,,
,декабрь ,noun masculine,декабрь,,
,рөхсәтле куллану сәясәте ,nonetype,политика допустимого использования,,
,Шәхси челтәр ,nonetype,личная сеть,,
,үлчәмне үзгәртү маркеры ,nonetype,маркер изменения размера,,
,дөрес булмаган ,adjective,неверный,,
,координат ,noun feminine,координата,,
,Baqı ,proper masculine,Баку,,
,Ышаныч үзәге ,nonetype,центр управления безопасностью,,
,вакыт сызыгы ,feminine,временная шкала,,
,тугыз ,determiner, numeral,девять,,
,тугыз ,numeral,девятеро,,
,тугыз ,determiner,девятый,,
,сурәт эшкәртү ,nonetype,обработка изображений,,
,сурәт эшкәртү ,nonetype,работа с образами дисков,,
,өрергә ,nonetype,suflu,,
,регби ,noun neuter,регби,,
,регби ,noun neuter,регби,,
,исән булыгыз ,interjection,до свидания,,
,исән булыгыз ,interjection,пока,,
,исән булыгыз ,interjection,бай-бай,,
,исән булыгыз ,interjection,всего доброго,,
,исән булыгыз ,interjection,до встречи,,
,исән булыгыз ,interjection,до свиданья,,
,исән булыгыз ,interjection,с богом,,
,исән булыгыз ,adjective interjection adverb,счастливо,,
,исән булыгыз ,verb,увидеться,,
,исән булыгыз ,interjection,чао,,
,awrupa berlege ,nonetype,европейский союз,,
,awrupa berlege ,masculine,Европейский Союз,,
,awrupa berlege ,proper masculine,Евросоюз,,
,Wikipedia:Wikimedia Foundation ,nonetype,Фонд Викимедиа,,
,Программа турында ,nonetype,О службе,,
,Программа турында ,nonetype,о программе,,
,йөкләү идарәсе ,nonetype,диспетчер загрузки,,
,уйларга ,verb impf,думать,,
,уйларга ,verb impf,мыслить,,
,уйларга ,verb,размышлять,,
,уйларга ,verb pf,подумать,,
,кул ,noun feminine,рука,,
,кул ,noun feminine,ладонь,,
,автор ,noun masculine,автор,,
,İqtisat ,nonetype,Экономика,,
,İqtisat ,nonetype,экономическая наука,,
,хэллоуин ,nonetype,хэллоуин,,
,уйнаткыч ,noun masculine,проигрыватель,,
,туризм ,noun masculine,туризм,,
,туризм ,noun masculine,туризм,,
,сахра ,nonetype,сагара,,
,өлкә коды ,nonetype,код города,,
,бит ясалу вакыты ,nonetype,время создания страницы,,
,математик тамгаларны төзәткеч ,nonetype,автозамена математическими символами,,
,исемлек ,noun masculine,список,,
,исемлек ,noun,перечень,,
,исемлек ,verb,перечислить,,
,исемлек ,nonetype,Список,,
,качышлы ,noun feminine,прятки,,
,качышлы ,nonetype,Прятки,,
,гиперсылтама кыры ,nonetype,поле гиперссылки,,
,аннотация ,noun,аннотация,,
,диод ,noun masculine,диод,,
,диод ,noun masculine,диод,,
,линияне кулдан өзү ,nonetype,разрыв строки,,
,текстны сөйләмгә әверелдерү ,nonetype,преобразование текста в речь,,
,trolleybus ,noun masculine,троллейбус,,
,trolleybus ,noun masculine,троллейбус,,
,контроль нокта ,nonetype,контрольная точка,,
,төрекмәнстан ,nonetype,туркменістан,,
,irekle-ireksez ,adverb,волей-неволей,,
,irekle-ireksez ,nonetype,хочешь не хочешь,,
,Яңарту ,verb pf,обновить,,
,Яңарту ,noun neuter,обновление,,
,Яңарту ,verb impf,обновлять,,
,Яңарту ,verb pf,обновить,,
,Яңарту ,noun neuter,обновление,,
,Яңарту ,verb impf,обновлять,,
,ноябрь ,noun masculine,ноябрь,,
,иснәргә ,verb,нюхать,,
,иснәргә ,verb,чуять,,
,франция ,noun,франция,,
,франция ,proper,Франция,,
,ташларга ,nonetype,aruc,,
,хата ,noun feminine,ошибка,,
,хата ,noun masculine,сбой,,
,хата ,adjective,ошибочный,,
,эгей диңгезе ,nonetype,эгейское море,,
,сабый ,nonetype,дьитина,,
,кулланып булмаслык ,nonetype,нет данных,,
,Ğabdulla Tuqay ,nonetype,Габдулла Тукай,,
,без ,nonetype,noi,,
,осло ,nonetype,oslo,,
,үзгәрешләр журналы ,nonetype,журнал изменений,,
,кертү фокусы ,nonetype,фокус ввода,,
,Башлангыч адым ,nonetype,начните здесь,,
,күп ,determiner, adverb,много,,
,күп ,adverb,гораздо,,
,күп ,pronoun p,многие,,
,җәдвәл ,verb,запланировать,,
,җәдвәл ,noun feminine,линейка,,
,җәдвәл ,noun neuter,расписание,,
,махсус мөмкинлекләр ,nonetype,специальная возможность,,
,махсус мөмкинлекләр ,nonetype,специальные возможности,,
,китап ,nonetype,Книга,,
,китап ,feminine,кни́га,,
,китап ,nonetype,книга,,
,организм ,noun masculine,организм,,
,организм ,noun,особь,,
,Экран үзлекләре ,nonetype,свойства экрана,,
,өстәү ,verb pf,вставить,,
,өстәү ,noun feminine,вставка,,
,өстәү ,verb pf,добавить,,
,астар ,noun masculine,водяной знак,,
,астар ,noun,подложка,,
,астар ,noun masculine,предел,,
,канада ,nonetype,canada,,
,кодлау ,noun neuter,кодирование,,
,Юникод белән эшләмәүче программалар теле ,nonetype,язык программ, не поддерживающих Юникод,,
,ак ,adjective,åb,,
,иерархия ,noun feminine,иерархия,,
,сабый ,noun neuter,дитя,,
,сабый ,noun masculine,малыш,,
,сабый ,noun,отрок,,
,сабый ,noun masculine,ребёнок,,
,сабый ,noun masculine,младенец,,
,кернинг ,noun,кернинг,,
,Сурәт-презентация ,nonetype,нередактируемая презентация,,
,Кубрәк ,nonetype,Дополнительно,,
,Кубрәк ,adjective adverb,дополнительно,,
,гасыр ,noun masculine,век,,
,гасыр ,noun neuter,столетие,,
,гасыр ,noun,век,,
,атлантик океан ,nonetype,атлантический океан,,
,гвинея ,nonetype,гвинея,,
,нәзек ,adjective,тонкий,,
,өстенлекле команда тәкъдиме ,nonetype,командная строка с повышенными привилегиями,,
,büre ,noun masculine,волк,,
,büre ,noun feminine,волчица,,
,җавап топологиясе ,nonetype,топология репликации,,
,канат ,feminine,arpã,,
,канат ,nonetype,architã,,
,канат ,feminine,aripã,,
,вакыты чыга ,nonetype,дата окончания,,
,вакыты чыга ,nonetype,дата окончания срока действия,,
,юпитер ,nonetype,юпітер,,
,тамга ,noun feminine,метка,,
,тамга ,nonetype,DNS-имя,,
,тамга ,noun,значок,,
,тамга ,noun feminine,наклейка,,
,тамга ,noun feminine,подпись,,
,тамга ,verb,пометить,,
,тамга ,noun masculine,флаг,,
,тамга ,noun masculine,флажок,,
,норвегия ,nonetype,норвегия,,
,норвегия ,proper, noun feminine,Норвегия,,
,барлык баганаларны сайлау тамгасы ,nonetype,знак выбора всех столбцов,,
,Алгы бит Windows Live ,nonetype,Домашняя страница Windows Live,,
,Älmät ,noun,Альметьевск,,
,керү мөмкинлеге ,noun masculine,доступ,,
,керү мөмкинлеге ,nonetype,получить доступ,,
,kitap ,noun feminine,книга,,
,kitap ,noun feminine,книжка,,
,чик ,noun feminine,граница,,
,чик ,noun masculine,рубеж,,
,чик ,noun masculine,предел,,
,чик ,noun masculine,кордон,,
,чик ,noun feminine,межа,,
,чик ,noun feminine,рамка,,
,ярдәмчел мәгълүматлар ,nonetype,служебные данные,,
,үсемлекләр ,nonetype,amirãriljea-a iarbilor,,
,үсемлекләр ,nonetype,Amirãriljea-a Iarbilor,,
,Аурупа ,noun feminine,Европа,,
,Аурупа ,nonetype,европа,,
,кысарга ,nonetype,stringu,,
,маймыл ,noun feminine,обезьяна,,
,маймыл ,noun,обезьяны,,
,биек ,adjective masculine,высокий,,
,биек ,adverb,высоко,,
,биек ,adjective,рослый,,
