,tt,type,ru,,
,тугыз,determiner,девять ,,
,tuğız,Cardinal number,девять ,,
,Регби,nonetype,регби ,,
,регби,nonetype,регби ,,
,сурәт эшкәртү,nonetype,работа с образами дисков ,,
,сау булыгыз,interjection,до свидания ,,
,исән булыгыз,interjection,до свидания ,,
,хушыгыз,interjection,до свидания ,,
,тәг,nonetype,помечать ,,
,тәг кую,nonetype,помечать ,,
,awrupa berlege,nonetype,европейский союз ,,
,ауруппа огузы,nonetype,европейский союз ,,
,Awrupı Berlege,nonetype,европейский союз ,,
,Awrupa Berlege,nonetype,европейский союз ,,
,Awroberlek,nonetype,европейский союз ,,
,Аврупы Берлеге,nonetype,европейский союз ,,
,Аурупа Берлеге,nonetype,европейский союз ,,
,Аурупа Берлеге Awrupa Berlege,nonetype,европейский союз ,,
,Аурупа берлеге,nonetype,европейский союз ,,
,Wikipedia:Wikimedia Foundation,nonetype,Фонд Викимедиа ,,
,йөкләү идарәсе,nonetype,диспетчер загрузки ,,
,Мәгълүмат,nonetype,О службе ,,
,Программа турында,nonetype,О службе ,,
,кул,noun,ладонь ,,
,уч,noun,ладонь ,,
,уч төбе,nonetype,ладонь ,,
,уйларга,nonetype,думать ,,
,уйла,verb,думать ,,
,уйла-рга,nonetype,думать ,,
,уйлау,nonetype,думать ,,
,автор,noun,автор ,,
,язучы,noun,автор ,,
,İqtisat,nonetype,Экономика ,,
,икътисад,noun,Экономика ,,
,иктисат,nonetype,Экономика ,,
,iqtisat,nonetype,Экономика ,,
,Икътисад,nonetype,Экономика ,,
,экономика,noun,Экономика ,,
,хэллоуин,nonetype,хэллоуин ,,
,бит ясалу вакыты,nonetype,время создания страницы ,,
,уйнаткыч,nonetype,проигрыватель ,,
,Туризм,nonetype,туризм ,,
,туризм,noun,туризм ,,
,өлкә коды,nonetype,код города ,,
,математик тамгаларны төзәткеч,nonetype,автозамена математическими символами ,,
,исемлек,noun,перечислить ,,
,гиперсылтама кыры,nonetype,поле гиперссылки ,,
,аннотация,nonetype,аннотация ,,
,качышлы,nonetype,прятки ,,
,Качышлы,nonetype,прятки ,,
,Диод,nonetype,диод ,,
,диод,noun,диод ,,
,линияне кулдан өзү,nonetype,разрыв строки ,,
,юл ахыры,nonetype,разрыв строки ,,
,текстны сөйләмгә әверелдерү,nonetype,преобразование текста в речь ,,
,api,nonetype,добрый ,,
,bi,nonetype,добрый ,,
,biken,nonetype,добрый ,,
,ipi,nonetype,добрый ,,
,pi,nonetype,добрый ,,
,henigu,nonetype,я ,,
,ma-,nonetype,я ,,
,mi,nonetype,я ,,
,mim,nonetype,я ,,
,wa-,nonetype,я ,,
,wi-,nonetype,я ,,
,Trolleybus,nonetype,троллейбус ,,
,trolleybus,noun,троллейбус ,,
,троллейбус,nonetype,троллейбус ,,
,контроль нокта,nonetype,контрольная точка ,,
,irekle-ireksez,nonetype,волей-неволей ,,
,иснәргә,nonetype,чуять ,,
,абайла,verb,чуять ,,
,сиз,verb,чуять ,,
,сизәргә,nonetype,чуять ,,
,тоярга,nonetype,чуять ,,
,хис итәргә,nonetype,чуять ,,
,яңарту,nonetype,обновить ,,
,Яңарту,nonetype,обновить ,,
,яңарт,verb,обновить ,,
,яңартырга,nonetype,обновить ,,
,франция,nonetype,франция ,,
,Fransia,nonetype,франция ,,
,Франция,proper,франция ,,
,paqte,nonetype,нос ,,
,хата,noun,ошибка ,,
,ялгыш,nonetype,ошибка ,,
,эгей диңгезе,nonetype,эгейское море ,,
,кулланып булмаслык,nonetype,нет данных ,,
,Ğabdulla Tuqay,nonetype,Габдулла Тукай ,,
,үзгәрешләр журналы,nonetype,журнал изменений ,,
,кертү фокусы,nonetype,фокус ввода ,,
,Башлангыч адым,nonetype,начните здесь ,,
,җәдвәл,nonetype,расписание ,,
,күп,adjective,много ,,
,махсус мөмкинлекләр,nonetype,специальная возможность ,,
,өстәү,nonetype,вставить ,,
,организм,noun,организм ,,
,chongo,nonetype,пёс ,,
,chonk,nonetype,пёс ,,
,chunk,nonetype,пёс ,,
,nonts,nonetype,пёс ,,
,tsunk,nonetype,пёс ,,
,Экран үзлекләре,nonetype,свойства экрана ,,
,астар,nonetype,подложка ,,
,кодлау,nonetype,кодирование ,,
,Юникод белән эшләмәүче программалар теле,nonetype,язык программ, не поддерживающих Юникод ,,
,бала,noun,ребёнок ,,
,бәби,noun,ребёнок ,,
,бәбәй,noun,ребёнок ,,
,сабый,noun,ребёнок ,,
,Бала,nonetype,ребёнок ,,
,бала,noun,ребёнок ,,
,иерархия,nonetype,иерархия ,,
,керү,nonetype,получить доступ ,,
,керү мөмкинлеге,nonetype,получить доступ ,,
,кернинг,nonetype,кернинг ,,
,Сурәт-презентация,nonetype,нередактируемая презентация ,,
,Кубрәк,nonetype,Дополнительно ,,
,Кубрәк,nonetype,Дополнительно ,,
,гасыр,noun,столетие ,,
,yözellıq,noun,столетие ,,
,ğasır,noun,столетие ,,
,атлантик океан,nonetype,атлантический океан ,,
,өстенлекле команда тәкъдиме,nonetype,командная строка с повышенными привилегиями ,,
,нечкә,adjective,тонкий ,,
,нәзек,adjective,тонкий ,,
,нәфис,nonetype,тонкий ,,
,юка,adjective,тонкий ,,
,бүре,noun,волчица ,,
,büre,nonetype,волчица ,,
,гвинея,nonetype,гвинея ,,
,Guinea,nonetype,гвинея ,,
,җавап топологиясе,nonetype,топология репликации ,,
,вакыты чыга,nonetype,дата окончания срока действия ,,
,тамга,noun,метка ,,
,DNS-исем,nonetype,метка ,,
,тамга салу,nonetype,метка ,,
,тамгалау,nonetype,метка ,,
,норвегия,nonetype,норвегия ,,
,Норвегия,proper,норвегия ,,
,барлык баганаларны сайлау тамгасы,nonetype,знак выбора всех столбцов ,,
,Älmät,nonetype,Альметьевск ,,
,Алгы бит Windows Live,nonetype,Домашняя страница Windows Live ,,
,китап,noun,книга ,,
,kitap,noun,книга ,,
,дәфтәр,nonetype,книга ,,
,кенәгә,nonetype,книга ,,
,керү,nonetype,доступ ,,
,керү мөмкинлеге,nonetype,доступ ,,
,кадр,nonetype,рамка ,,
,кыса,noun,рамка ,,
,фрейм,nonetype,рамка ,,
,чик,nonetype,рамка ,,
,ярдәмчел мәгълүматлар,nonetype,служебные данные ,,
,Аурупа,proper,Европа ,,
,Awrupa,nonetype,Европа ,,
,аурупа,nonetype,Европа ,,
,maymıl,noun,обезьяна ,,
,маймыл,nonetype,обезьяна ,,
,мәймүн,nonetype,обезьяна ,,
,биек,adjective,высокий ,,
,озын,nonetype,высокий ,,
,югары,adjective,высокий ,,
,тәңгәлләштерү,nonetype,синхронизировать ,,
,теге,nonetype,та ,,
,ул,nonetype,та ,,
,шул,nonetype,та ,,
,Belarus,nonetype,Белоруссия ,,
,Беларусия,proper,Белоруссия ,,
,Беларус,proper,Белоруссия ,,
,күчешләр аслыгы,nonetype,панель навигации ,,
,массив,nonetype,массив ,,
,latín älifba,noun,латинский алфавит ,,
,latin älifbası,nonetype,латинский алфавит ,,
,програм лицензияләре сәүдә клиенты,nonetype,коммерческий клиент лицензирования программного обеспечения ,,
,гамәл,noun,действие ,,
,Тәэсир,nonetype,действие ,,
,гамәлләр,nonetype,действие ,,
,пәрдә,nonetype,действие ,,
,хәрәкәт,noun,действие ,,
,эшчәнлек,nonetype,действие ,,
,Эш өстәле миникушымталары галереясе,nonetype,коллекция гаджетов рабочего стола ,,
,-да,nonetype,у ,,
,-дә,nonetype,у ,,
,өстендә,adposition,у ,,
,ян,noun,у ,,
,янында,nonetype,у ,,
,өрергә,nonetype,дуть ,,
,ис,verb,дуть ,,
,өр,verb,дуть ,,
,кысарга,nonetype,сжимать ,,
,кыс,verb,сжимать ,,
,бит,noun,бит ,,
,өстәмә идарә элементы,nonetype,пользовательский элемент управления ,,
,hockey,nonetype,хоккей ,,
,Хоккей,nonetype,хоккей ,,
,кәшәкә, кәшәкә уены,nonetype,хоккей ,,
,хоккей,nonetype,хоккей ,,
,Татарста́н,nonetype,Татария ,,
,Татарстан,proper,Татария ,,
,тутыргыч,nonetype,заполнитель ,,
,урыннар,nonetype,заполнитель ,,
,öktäber,proper,октябрь ,,
,Öktäber,nonetype,октябрь ,,
,октябрь,noun,октябрь ,,
,Öktäber,nonetype,октябрь ,,
,төп документ,nonetype,основной документ ,,
,белград,nonetype,белград ,,
,үсемлек,noun,растение ,,
,үсемлекләр,noun p,растение ,,
,күрсәтү,nonetype,развернуть ,,
,җәю,nonetype,развернуть ,,
,алма,noun,яблоко ,,
,alma,noun,яблоко ,,
,Экспресс-стильләр,nonetype,экспресс-стили ,,
,hala,nonetype,прийти ,,
,hi,nonetype,прийти ,,
,ho,nonetype,прийти ,,
,ile,nonetype,прийти ,,
,la,nonetype,прийти ,,
,qala,nonetype,прийти ,,
,гамәл төймәсе,nonetype,управляющая кнопка ,,
,лаптоп,nonetype,ноутбук ,,
,автоматик,nonetype,автоматический ,,
,үзлегеннән,nonetype,автоматический ,,
,айкен,nonetype,значок ,,
,значок,noun,значок ,,
,тамга,nonetype,значок ,,
,урман,noun,лес ,,
,Урман,nonetype,лес ,,
,агач,noun,лес ,,
,ширкәт,noun,компания ,,
,Şirkät,nonetype,компания ,,
,бизнес,noun,компания ,,
,компания,noun,компания ,,
,Windows Live вакыйгалары,nonetype,События Windows Live ,,
,баш тарту турында гариза,nonetype,заявление об отказе ,,
,Автотекст,nonetype,Автотекст ,,
