,cv,type,ru,,
,Çар корпусĕ,nonetype,корпус ,,
,çар корпусĕ,nonetype,корпус ,,
,кăшкар,nonetype,корпус ,,
,кĕлетке,nonetype,корпус ,,
,корпус,nonetype,корпус ,,
,афин,nonetype,афины ,,
,Афин,proper,афины ,,
,Брежнев Леонид Ильич,nonetype,Леонид Ильич Брежнев ,,
,Германи Демократиллĕ Республики,nonetype,Германская Демократическая Республика ,,
,германи демократиллĕ республики,nonetype,Германская Демократическая Республика ,,
,Улатăр,nonetype,Алатырь ,,
,морж,noun,морж ,,
,чǎрмала,nonetype,чесать ,,
,чав,verb,чесать ,,
,шăйăрма,nonetype,чесать ,,
,тура,nonetype,чесать ,,
,хыç,nonetype,чесать ,,
,аçтăрхан,nonetype,астрахань ,,
,Аҫтӑрхан,nonetype,астрахань ,,
,вылляма,nonetype,играть ,,
,выля,verb,играть ,,
,ĕмме,nonetype,сосать ,,
,ĕм,nonetype,сосать ,,
,Сеул,nonetype,Сеул ,,
,Бразилиа,nonetype,Бразилиа ,,
,Супрефектура,nonetype,Супрефектура ,,
,Украина,nonetype,Украина ,,
,украина,nonetype,Украина ,,
,франкони,nonetype,франкония ,,
,никĕль,nonetype,никель ,,
,Никĕль,nonetype,никель ,,
,хими,noun,химия ,,
,Хими,nonetype,химия ,,
,хӑйӑр,noun,песок ,,
,хăйăр,nonetype,песок ,,
,хайăр,nonetype,песок ,,
,Хăйăр,nonetype,песок ,,
,кăнтăр америка,nonetype,южная америка ,,
,Кăнтăр Америка,nonetype,южная америка ,,
,Гринвич вăхăчě,nonetype,Среднее время по Гринвичу ,,
,Калининград облаçĕ,nonetype,Калининградская область ,,
,катар,nonetype,катар ,,
,Катар,nonetype,катар ,,
,хырăмлăх çĕрни,nonetype,язва желудка ,,
,Хырăмлăх çĕрни,nonetype,язва желудка ,,
,Торксем,nonetype,Торки ,,
,çÿплĕ,nonetype,грязный ,,
,лапраллă,nonetype,грязный ,,
,пыльчăклă,nonetype,грязный ,,
,хура,noun,грязный ,,
,çăрăлчăк,nonetype,грязный ,,
,вараланчăк,nonetype,грязный ,,
,лапăркка,nonetype,грязный ,,
,лапра,nonetype,грязный ,,
,Раççей Патшалăхě,proper,Российская Федерация ,,
,Раççей Патшалӑхě,nonetype,Российская Федерация ,,
,кĕмĕл,nonetype,серебряный ,,
,парăн,nonetype,покоряться ,,
,пус,noun,копейка ,,
,сăрăхтар,nonetype,выжимать ,,
,сĕвĕрĕл,nonetype,выдыхаться ,,
,сивĕн,nonetype,охладевать ,,
,суранлан,nonetype,пораниться ,,
,çĕн,nonetype,одолевать ,,
,çĕнтер,nonetype,одолевать ,,
,ҫурт,noun,дом ,,
,кил,noun,дом ,,
,çурт,nonetype,дом ,,
,пӳрт,noun,дом ,,
,кил-çурт,nonetype,дом ,,
,пÿрт,nonetype,дом ,,
,çыхăнуллă,nonetype,связный ,,
,питĕ,nonetype,плотно ,,
,тачă,nonetype,плотно ,,
,шат,nonetype,плотно ,,
,уй-хир,nonetype,поля ,,
,уç,nonetype,отпирать ,,
,ÿсĕрĕл,nonetype,пьянеть ,,
,мухмăрла,nonetype,пьянеть ,,
,хĕр,nonetype,пьянеть ,,
,кăпăклан,nonetype,пузыриться ,,
,хăмпăлан,nonetype,пузыриться ,,
,хурал,nonetype,темнеть ,,
,чĕнтĕр,nonetype,узоры ,,
,йăмшак,nonetype,нездоровый ,,
,халсăр,nonetype,нездоровый ,,
,чирлĕ,nonetype,нездоровый ,,
,шăшлама,nonetype,нюхать ,,
,шăршла,nonetype,нюхать ,,
,шик,noun,опасение ,,
,шиклентер,nonetype,опасение ,,
,апăрша,nonetype,бедный ,,
,кăрăс,nonetype,бедный ,,
,кăрачă,nonetype,бедный ,,
,мăнтарăн,nonetype,бедный ,,
,мĕскĕн,nonetype,бедный ,,
,начар,adjective,бедный ,,
,пурлă-çуклă,nonetype,бедный ,,
,чухăн,nonetype,бедный ,,
,шеремет,nonetype,бедный ,,
,çĕнĕрен,nonetype,сначала ,,
,малтан,adverb,сначала ,,
,пахала,nonetype,определять цену ,,
,сас-хура,nonetype,голоса ,,
,сăтăрла,nonetype,наносить ущерб ,,
,сиенле,nonetype,наносить ущерб ,,
,сăйла,nonetype,потчевать ,,
,сĕн,nonetype,потчевать ,,
,хăнала,nonetype,потчевать ,,
,сăтăр,nonetype,вред ,,
,сарăп,nonetype,вред ,,
,сиен,noun,вред ,,
,усал,adjective,вред ,,
,çакăнтан,nonetype,отсюда ,,
,кунтан,nonetype,отсюда ,,
,çÿпĕле,nonetype,мусорить ,,
,ĕлĕкрен,nonetype,издавна ,,
,авалтан,nonetype,издавна ,,
,нумайранпа,nonetype,издавна ,,
,самайран,nonetype,издавна ,,
,тахçантан,nonetype,издавна ,,
,тĕк,nonetype,бодать ,,
,туна,nonetype,голень ,,
,ура туни,nonetype,голень ,,
,ÿпле,nonetype,навес ,,
,лупас аи,nonetype,навес ,,
,хавхалантар,nonetype,стимулировать ,,
,кукăр-макăр,nonetype,косо ,,
,хăнчăр,nonetype,косо ,,
,чалăш,nonetype,косо ,,
,чапрас,nonetype,косо ,,
,тасамарлăх,nonetype,очищать ,,
,уçăлтар,nonetype,очищать ,,
,хыр,nonetype,очищать ,,
,чĕнтĕрле,nonetype,украшать резьбой ,,
,çĕмĕрттер,nonetype,шуметь ,,
,çуйăх,nonetype,шуметь ,,
,ахăр,nonetype,шуметь ,,
,йăсла,nonetype,шуметь ,,
,кăрла,nonetype,шуметь ,,
,кăшкăраш,nonetype,шуметь ,,
,кĕрле,nonetype,шуметь ,,
,карла,nonetype,шуметь ,,
,кашла,nonetype,шуметь ,,
,сĕрле,nonetype,шуметь ,,
,чашкăр,nonetype,шуметь ,,
,шавла,verb,шуметь ,,
,шарла,nonetype,шуметь ,,
,шарлат,nonetype,шуметь ,,
,шуйăх,nonetype,шуметь ,,
,янăра,nonetype,шуметь ,,
,кашта,nonetype,шест ,,
,шăчă,nonetype,шест ,,
,шалча,nonetype,шест ,,
,юрать,adjective,можно ,,
,йĕкĕр,nonetype,парный ,,
,мăшăр,nonetype,парный ,,
,мăшăрлă,nonetype,парный ,,
,ĕмĕр-ĕмĕр,nonetype,постоянно ,,
,пĕрехмай,nonetype,постоянно ,,
,пĕрмай,nonetype,постоянно ,,
,тăршшĕпе,nonetype,постоянно ,,
,тăтăш,nonetype,постоянно ,,
,шав,adjective,постоянно ,,
,ялан,adjective,постоянно ,,
,кервен,nonetype,крупный ,,
,мăнă,nonetype,крупный ,,
,пысăк,nonetype,крупный ,,
,шултра,adjective,крупный ,,
,сехет,nonetype,часовой ,,
,сĕмсĕррĕн,nonetype,дерзко ,,
,сивлек,nonetype,угрюмый ,,
,çапса кăлар,nonetype,вышибить ,,
,çинçешке,nonetype,хиленький ,,
,çыр,nonetype,яр ,,
,çыран,nonetype,яр ,,
,хӗрӗ,noun,яр ,,
,шырлан,noun,яр ,,
,ҫыран,nonetype,яр ,,
,тап,nonetype,лульсировать ,,
,сакай,nonetype,подполье ,,
,тĕпеакай,nonetype,подполье ,,
,çаран,nonetype,луг ,,
,уй,noun,луг ,,
,улăх,nonetype,луг ,,
,ÿрĕк-сÿрĕк,nonetype,ленивый ,,
,ÿркенчĕк,nonetype,ленивый ,,
,кахал,adjective,ленивый ,,
,мăран,nonetype,ленивый ,,
,наян,adjective,ленивый ,,
,чуман,adjective,ленивый ,,
,юлхав,adjective,ленивый ,,
,хаваслăх,nonetype,восторг ,,
,хăю,nonetype,лента ,,
,чĕлĕ,nonetype,лента ,,
,васка,nonetype,спешить ,,
,вĕткелен,nonetype,спешить ,,
,хыпалан,nonetype,спешить ,,
,хыпкалан,nonetype,спешить ,,
,чикĕ,nonetype,граница ,,
,йăран,nonetype,граница ,,
,шĕвĕр,nonetype,остроконечный ,,
,ытлашши,nonetype,излишне ,,
,лаштăртат,nonetype,обрушиваться ,,
,каска,nonetype,чурбан ,,
,муклашка,nonetype,чурбан ,,
,тунката,nonetype,чурбан ,,
,пыр,nonetype,устье ,,
,сăрăлтат,nonetype,знобить ,,
,сĕлеке,nonetype,слюни ,,
,сурчăк,nonetype,слюни ,,
,нăйла,nonetype,жужжать ,,
,нăрăлтат,nonetype,жужжать ,,
,сĕрле,nonetype,жужжать ,,
,аптраса ÿк,nonetype,заболеть ,,
,сывмарлан,nonetype,заболеть ,,
,чирлесе ÿк,nonetype,заболеть ,,
,апат-çимĕç,nonetype,пища ,,
,çăкăр-тăвар,nonetype,пища ,,
,çиме,nonetype,пища ,,
,Апат-çимĕç,nonetype,пища ,,
,апат,noun,пища ,,
,апат-çимӗç,nonetype,пища ,,
,çÿл,nonetype,верх чего-л. ,,
,çырткала,nonetype,закусить ,,
,тăрмалан,nonetype,трепаться ,,
,пайлан,nonetype,разветвляться ,,
,туратлан,nonetype,разветвляться ,,
,хуна,nonetype,разветвляться ,,
,юплен,nonetype,разветвляться ,,
,ут,nonetype,конский ,,
,ÿсĕр,nonetype,хмельной ,,
,хĕрĕнкĕ,nonetype,хмельной ,,
,пахала,nonetype,оценивать ,,
,хакла,nonetype,оценивать ,,
,катăл,nonetype,убывать ,,
,сахаллан,verb,убывать ,,
,хух,verb,убывать ,,
,чак,nonetype,убывать ,,
,чăх-чĕп,nonetype,птицеводческий ,,
,чуххăм,nonetype,на глаз ,,
,шăн,nonetype,замороженный ,,
,варак,nonetype,промоина ,,
,лакăм,nonetype,промоина ,,
,шырлан,nonetype,промоина ,,
,юри,nonetype,специально ,,
,ятарлă,nonetype,специально ,,
,ятарласа,nonetype,специально ,,
,ĕçме,nonetype,пить ,,
,ӗҫ,nonetype,пить ,,
,ĕç,nonetype,пить ,,
,сып,nonetype,пить ,,
,Викинкăсем,nonetype,Викинги ,,
,викингсем,nonetype,Викинги ,,
,çапǎç,nonetype,биться ,,
,вăрçма,nonetype,биться ,,
,кĕреш,nonetype,биться ,,
,çапăç,nonetype,биться ,,
,çапкалан,nonetype,биться ,,
,тап,nonetype,биться ,,
,Монако,nonetype,Монако ,,
,монако,nonetype,Монако ,,
,яка,nonetype,гладкий ,,
,тÿрĕ,nonetype,гладкий ,,
,такǎр,nonetype,гладкий ,,
,йăпшака,nonetype,гладкий ,,
,такăр,nonetype,гладкий ,,
,тикĕс,nonetype,гладкий ,,
,куҫ,noun,око ,,
,куç,nonetype,око ,,
,Кабус бен Саид,nonetype,Кабус бен Саид ,,
,кĕреçе,noun,штыковая лопата ,,
,çӱç,nonetype,космы ,,
,çӳç,nonetype,космы ,,
,промăçлăх,nonetype,отрасль экономики ,,
,хулпуҫҫи,noun,плечо ,,
,хулпуççи,nonetype,плечо ,,
,Çурла,nonetype,Август ,,
,ҫурла,nonetype,Август ,,
,çурла,proper,Август ,,
,Çурла,nonetype,Август ,,
,çурла уйăхĕ,nonetype,Август ,,
,август,noun,Август ,,
,икерчĕ,nonetype,блины ,,
,ямайка,nonetype,ямайка ,,
,Ямайка,nonetype,ямайка ,,
,ял хуçалăхĕ,nonetype,сельское хозяйство ,,
,ял хуҫалӑх,nonetype,сельское хозяйство ,,
,вăрлăх,nonetype,семена ,,
,вǎрǎ,nonetype,семена ,,
,вăрă,nonetype,семена ,,
,вӑрӑ,noun,семена ,,
,Азербайджан чĕлхи,proper,азербайджанский ,,
,азербайджан чĕлхи,nonetype,азербайджанский ,,
,Коми-Пермяк автономлă округě,nonetype,Коми-Пермяцкий округ ,,
,Физика,nonetype,физика ,,
,физика,nonetype,физика ,,
,Киргизи,nonetype,Киргизия ,,
,асав,nonetype,бивень ,,
,Асав,nonetype,бивень ,,
,ҫӗртме,nonetype,июнь ,,
,çĕртме,proper,июнь ,,
,śěrtme,proper,июнь ,,
,çĕртме уйăхĕ,nonetype,июнь ,,
,çěртме,nonetype,июнь ,,
,июнь,noun,июнь ,,
,Çĕртме,nonetype,июнь ,,
,Бударин Николай Михайлович,nonetype,Николай Михайлович Бударин ,,
,Шлезвиг-Хольштайн,nonetype,Шлезвиг-Гольштейн ,,
,сăртлăх,nonetype,нагорье ,,
,çăлтăр,nonetype,звезда ,,
,ҫӑлтӑр,noun,звезда ,,
,çӳрçĕр çăлтăрĕ,nonetype,звезда ,,
,Çăлтăр,nonetype,звезда ,,
,çăлтар,nonetype,звезда ,,
,франци чĕлхи,nonetype,французский язык ,,
,бахрейн,nonetype,бахрейн ,,
,сăнă,nonetype,копьё ,,
,Сăнă,nonetype,копьё ,,
,Гибралтар,nonetype,Гибралтар ,,
,гибралтар,nonetype,Гибралтар ,,
,Америци,nonetype,америций ,,
,америци,nonetype,америций ,,
,Çурма аркану тапхăрĕ,nonetype,период полураспада ,,
,çурма аркану тапхăрĕ,nonetype,период полураспада ,,
,кĕмĕл,nonetype,серебро ,,
,кӗмӗл,noun,серебро ,,
,Кĕмĕл,nonetype,серебро ,,
,Япала ячĕ,nonetype,Имя существительное ,,
,япала ячĕ,noun,Имя существительное ,,
,Япала ячĕ,nonetype,Имя существительное ,,
,Чăваш Енĕн Хĕрлĕ Чутай районĕ,nonetype,Красночетайский район Чувашии ,,
